"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Distance to Transit","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d4a","TimeFrame","GeoVintage","Source","Location"
"Block Group","170059513002","IL","170059513002","=""170059513002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059513003","IL","170059513003","=""170059513003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059513004","IL","170059513004","=""170059513004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059513005","IL","170059513005","=""170059513005""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059514001","IL","170059514001","=""170059514001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059514002","IL","170059514002","=""170059514002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059514003","IL","170059514003","=""170059514003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059515001","IL","170059515001","=""170059515001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059515002","IL","170059515002","=""170059515002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059515003","IL","170059515003","=""170059515003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170059515004","IL","170059515004","=""170059515004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070101001","IL","170070101001","=""170070101001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070101002","IL","170070101002","=""170070101002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070101003","IL","170070101003","=""170070101003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070101004","IL","170070101004","=""170070101004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070101005","IL","170070101005","=""170070101005""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070102001","IL","170070102001","=""170070102001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070102002","IL","170070102002","=""170070102002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070102003","IL","170070102003","=""170070102003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070103001","IL","170070103001","=""170070103001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070103002","IL","170070103002","=""170070103002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070103003","IL","170070103003","=""170070103003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070103004","IL","170070103004","=""170070103004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070104001","IL","170070104001","=""170070104001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070104002","IL","170070104002","=""170070104002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070104003","IL","170070104003","=""170070104003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070104004","IL","170070104004","=""170070104004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070105001","IL","170070105001","=""170070105001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070105002","IL","170070105002","=""170070105002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070105003","IL","170070105003","=""170070105003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070105004","IL","170070105004","=""170070105004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106011","IL","170070106011","=""170070106011""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106012","IL","170070106012","=""170070106012""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106013","IL","170070106013","=""170070106013""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106021","IL","170070106021","=""170070106021""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106022","IL","170070106022","=""170070106022""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106023","IL","170070106023","=""170070106023""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170070106024","IL","170070106024","=""170070106024""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170099704001","IL","170099704001","=""170099704001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170099704002","IL","170099704002","=""170099704002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170099704003","IL","170099704003","=""170099704003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170099705001","IL","170099705001","=""170099705001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170099705002","IL","170099705002","=""170099705002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170099705003","IL","170099705003","=""170099705003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119647001","IL","170119647001","=""170119647001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119647002","IL","170119647002","=""170119647002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119647003","IL","170119647003","=""170119647003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119647004","IL","170119647004","=""170119647004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119648001","IL","170119648001","=""170119648001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119648002","IL","170119648002","=""170119648002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119648003","IL","170119648003","=""170119648003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119648004","IL","170119648004","=""170119648004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119649001","IL","170119649001","=""170119649001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119649002","IL","170119649002","=""170119649002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119649003","IL","170119649003","=""170119649003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119650001","IL","170119650001","=""170119650001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119650002","IL","170119650002","=""170119650002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119650003","IL","170119650003","=""170119650003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119650004","IL","170119650004","=""170119650004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119650005","IL","170119650005","=""170119650005""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119651001","IL","170119651001","=""170119651001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119651002","IL","170119651002","=""170119651002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119651003","IL","170119651003","=""170119651003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119652001","IL","170119652001","=""170119652001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119652002","IL","170119652002","=""170119652002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119652003","IL","170119652003","=""170119652003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119652004","IL","170119652004","=""170119652004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119653001","IL","170119653001","=""170119653001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119653002","IL","170119653002","=""170119653002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119653003","IL","170119653003","=""170119653003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119654001","IL","170119654001","=""170119654001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119654002","IL","170119654002","=""170119654002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119654003","IL","170119654003","=""170119654003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119655001","IL","170119655001","=""170119655001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119655002","IL","170119655002","=""170119655002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119655003","IL","170119655003","=""170119655003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119655004","IL","170119655004","=""170119655004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119656001","IL","170119656001","=""170119656001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119656002","IL","170119656002","=""170119656002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119656003","IL","170119656003","=""170119656003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170119656004","IL","170119656004","=""170119656004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170139512001","IL","170139512001","=""170139512001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170139512002","IL","170139512002","=""170139512002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170139512003","IL","170139512003","=""170139512003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170139513001","IL","170139513001","=""170139513001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170139513002","IL","170139513002","=""170139513002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159601001","IL","170159601001","=""170159601001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159601002","IL","170159601002","=""170159601002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159601003","IL","170159601003","=""170159601003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159601004","IL","170159601004","=""170159601004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159602001","IL","170159602001","=""170159602001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159602002","IL","170159602002","=""170159602002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159603001","IL","170159603001","=""170159603001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159603002","IL","170159603002","=""170159603002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159603003","IL","170159603003","=""170159603003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159603004","IL","170159603004","=""170159603004""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159604001","IL","170159604001","=""170159604001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159604002","IL","170159604002","=""170159604002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159604003","IL","170159604003","=""170159604003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159605001","IL","170159605001","=""170159605001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159605002","IL","170159605002","=""170159605002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159605003","IL","170159605003","=""170159605003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159606001","IL","170159606001","=""170159606001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170159606002","IL","170159606002","=""170159606002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170179601001","IL","170179601001","=""170179601001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170179601002","IL","170179601002","=""170179601002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170179601003","IL","170179601003","=""170179601003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170179602001","IL","170179602001","=""170179602001""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170179602002","IL","170179602002","=""170179602002""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
"Block Group","170179602003","IL","170179602003","=""170179602003""","N/A","2021","2010","EPA Smart Location Database","Illinois (State)"
