Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Median Household Income,Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mhhinc,TimeFrame,GeoVintage,Source,Location
Census Tract,17031071300,IL,17031071300,17031071300,101848,2017-2021,2020,Census,Illinois (State)
Census Tract,17031071400,IL,17031071400,17031071400,109174,2017-2021,2020,Census,Illinois (State)
Census Tract,17031071500,IL,17031071500,17031071500,101594,2017-2021,2020,Census,Illinois (State)
Census Tract,17031071600,IL,17031071600,17031071600,166875,2017-2021,2020,Census,Illinois (State)
Census Tract,17031071700,IL,17031071700,17031071700,146875,2017-2021,2020,Census,Illinois (State)
Census Tract,17031071800,IL,17031071800,17031071800,192102,2017-2021,2020,Census,Illinois (State)
Census Tract,17031080100,IL,17031080100,17031080100,114375,2017-2021,2020,Census,Illinois (State)
Census Tract,17031080201,IL,17031080201,17031080201,120203,2017-2021,2020,Census,Illinois (State)
Census Tract,17031080202,IL,17031080202,17031080202,98897,2017-2021,2020,Census,Illinois (State)
Census Tract,17031080300,IL,17031080300,17031080300,145759,2017-2021,2020,Census,Illinois (State)
Census Tract,17031080400,IL,17031080400,17031080400,N/A,2017-2021,2020,Census,Illinois (State)
Census Tract,17031081000,IL,17031081000,17031081000,76369,2017-2021,2020,Census,Illinois (State)
Census Tract,17031081100,IL,17031081100,17031081100,83763,2017-2021,2020,Census,Illinois (State)
Census Tract,17031081201,IL,17031081201,17031081201,122212,2017-2021,2020,Census,Illinois (State)
