TYPE;FULLCODE;STATE;COUNTY;TRACT;BLOCK;PLACE;COUSUB;CONCITY;AIANNH;SHEETS
Block;360050025002000;36;005;25.00;2000;51000;08510;;;9
Block;360050025003000;36;005;25.00;3000;51000;08510;;;9
Block;360050025004000;36;005;25.00;4000;51000;08510;;;9
Block;360050025005000;36;005;25.00;5000;51000;08510;;;9
Block;360050025005001;36;005;25.00;5001;51000;08510;;;9
Block;360050025005002;36;005;25.00;5002;51000;08510;;;9
Block;360050027011000;36;005;27.01;1000;51000;08510;;;9,10
Block;360050027011001;36;005;27.01;1001;51000;08510;;;9
Block;360050027011002;36;005;27.01;1002;51000;08510;;;9
Block;360050027012000;36;005;27.01;2000;51000;08510;;;9
Block;360050027012001;36;005;27.01;2001;51000;08510;;;9
Block;360050027021000;36;005;27.02;1000;51000;08510;;;10
Block;360050027021001;36;005;27.02;1001;51000;08510;;;10
Block;360050027021002;36;005;27.02;1002;51000;08510;;;10
Block;360050027021003;36;005;27.02;1003;51000;08510;;;10
Block;360050027022000;36;005;27.02;2000;51000;08510;;;10
Block;360050027022001;36;005;27.02;2001;51000;08510;;;9,10
Block;360050027022002;36;005;27.02;2002;51000;08510;;;9,10
Block;360050027023000;36;005;27.02;3000;51000;08510;;;9,10
Block;360050027023001;36;005;27.02;3001;51000;08510;;;9,10
Block;360050027024000;36;005;27.02;4000;51000;08510;;;9,10
Block;360050028001000;36;005;28.00;1000;51000;08510;;;10
Block;360050028001001;36;005;28.00;1001;51000;08510;;;10
Block;360050028001002;36;005;28.00;1002;51000;08510;;;10
Block;360050028001003;36;005;28.00;1003;51000;08510;;;10
Block;360050028001004;36;005;28.00;1004;51000;08510;;;10
Block;360050028001005;36;005;28.00;1005;51000;08510;;;10
Block;360050028001006;36;005;28.00;1006;51000;08510;;;10
Block;360050028001007;36;005;28.00;1007;51000;08510;;;10
Block;360050028001008;36;005;28.00;1008;51000;08510;;;10
Block;360050028001009;36;005;28.00;1009;51000;08510;;;10
Block;360050028001010;36;005;28.00;1010;51000;08510;;;10
Block;360050028001011;36;005;28.00;1011;51000;08510;;;10
Block;360050028001012;36;005;28.00;1012;51000;08510;;;10
Block;360050028001013;36;005;28.00;1013;51000;08510;;;10
Block;360050028001014;36;005;28.00;1014;51000;08510;;;10
Block;360050028001015;36;005;28.00;1015;51000;08510;;;10
Block;360050028001016;36;005;28.00;1016;51000;08510;;;10
Block;360050028001017;36;005;28.00;1017;51000;08510;;;10
Block;360050028002000;36;005;28.00;2000;51000;08510;;;10
Block;360050028003000;36;005;28.00;3000;51000;08510;;;10
Block;360050028004000;36;005;28.00;4000;51000;08510;;;10
Block;360050031001000;36;005;31.00;1000;51000;08510;;;10
Block;360050031001001;36;005;31.00;1001;51000;08510;;;10
Block;360050031001002;36;005;31.00;1002;51000;08510;;;10
Block;360050031001003;36;005;31.00;1003;51000;08510;;;10
Block;360050031001004;36;005;31.00;1004;51000;08510;;;10
Block;360050031001005;36;005;31.00;1005;51000;08510;;;10
Block;360050031001006;36;005;31.00;1006;51000;08510;;;10
Block;360050031001007;36;005;31.00;1007;51000;08510;;;10
Block;360050031001008;36;005;31.00;1008;51000;08510;;;10
Block;360050031001009;36;005;31.00;1009;51000;08510;;;10
Block;360050033001000;36;005;33.00;1000;51000;08510;;;10
Block;360050033001001;36;005;33.00;1001;51000;08510;;;10
Block;360050033001002;36;005;33.00;1002;51000;08510;;;10
Block;360050033001003;36;005;33.00;1003;51000;08510;;;10
Block;360050033001004;36;005;33.00;1004;51000;08510;;;10
Block;360050033001005;36;005;33.00;1005;51000;08510;;;10
Block;360050033001006;36;005;33.00;1006;51000;08510;;;10
Block;360050033002000;36;005;33.00;2000;51000;08510;;;10
Block;360050033002001;36;005;33.00;2001;51000;08510;;;9,10
Block;360050033003000;36;005;33.00;3000;51000;08510;;;9,10
Block;360050033003001;36;005;33.00;3001;51000;08510;;;9
Block;360050033003002;36;005;33.00;3002;51000;08510;;;9,10
Block;360050033003003;36;005;33.00;3003;51000;08510;;;9,10
Block;360050035001000;36;005;35.00;1000;51000;08510;;;10
Block;360050035001001;36;005;35.00;1001;51000;08510;;;10
Block;360050035001002;36;005;35.00;1002;51000;08510;;;10
Block;360050035001003;36;005;35.00;1003;51000;08510;;;10
Block;360050035001004;36;005;35.00;1004;51000;08510;;;10
Block;360050035001005;36;005;35.00;1005;51000;08510;;;10
Block;360050035001006;36;005;35.00;1006;51000;08510;;;10
Block;360050035001007;36;005;35.00;1007;51000;08510;;;10
Block;360050035001008;36;005;35.00;1008;51000;08510;;;10
Block;360050035002000;36;005;35.00;2000;51000;08510;;;10
Block;360050035003000;36;005;35.00;3000;51000;08510;;;10
Block;360050035003001;36;005;35.00;3001;51000;08510;;;10
Block;360050035003002;36;005;35.00;3002;51000;08510;;;10
Block;360050037001000;36;005;37.00;1000;51000;08510;;;9,10
Block;360050038001000;36;005;38.00;1000;51000;08510;;;10
Block;360050038001001;36;005;38.00;1001;51000;08510;;;10
Block;360050038001002;36;005;38.00;1002;51000;08510;;;10
Block;360050038001003;36;005;38.00;1003;51000;08510;;;10
Block;360050038001004;36;005;38.00;1004;51000;08510;;;10
Block;360050039001000;36;005;39.00;1000;51000;08510;;;9
Block;360050039001001;36;005;39.00;1001;51000;08510;;;9
Block;360050039002000;36;005;39.00;2000;51000;08510;;;9
Block;360050039002001;36;005;39.00;2001;51000;08510;;;9
Block;360050039003000;36;005;39.00;3000;51000;08510;;;9
Block;360050039003001;36;005;39.00;3001;51000;08510;;;9
Block;360050039003002;36;005;39.00;3002;51000;08510;;;9
Block;360050039004000;36;005;39.00;4000;51000;08510;;;9
Block;360050039005000;36;005;39.00;5000;51000;08510;;;9
Block;360050039005001;36;005;39.00;5001;51000;08510;;;9
Block;360050040011000;36;005;40.01;1000;51000;08510;;;10
Block;360050040011001;36;005;40.01;1001;51000;08510;;;10
Block;360050040011002;36;005;40.01;1002;51000;08510;;;10
Block;360050040011003;36;005;40.01;1003;51000;08510;;;10
Block;360050040011004;36;005;40.01;1004;51000;08510;;;10
Block;360050040011005;36;005;40.01;1005;51000;08510;;;10
Block;360050041001000;36;005;41.00;1000;51000;08510;;;9
Block;360050041001001;36;005;41.00;1001;51000;08510;;;9
Block;360050041001002;36;005;41.00;1002;51000;08510;;;9
Block;360050041002000;36;005;41.00;2000;51000;08510;;;9
Block;360050041002001;36;005;41.00;2001;51000;08510;;;9
Block;360050041002002;36;005;41.00;2002;51000;08510;;;9
Block;360050041003000;36;005;41.00;3000;51000;08510;;;9
Block;360050041003001;36;005;41.00;3001;51000;08510;;;9
Block;360050041004000;36;005;41.00;4000;51000;08510;;;9
Block;360050041004001;36;005;41.00;4001;51000;08510;;;9
Block;360050042001000;36;005;42.00;1000;51000;08510;;;10
Block;360050042001001;36;005;42.00;1001;51000;08510;;;10
Block;360050042001002;36;005;42.00;1002;51000;08510;;;10
Block;360050042002000;36;005;42.00;2000;51000;08510;;;10
Block;360050042002001;36;005;42.00;2001;51000;08510;;;10
Block;360050042003000;36;005;42.00;3000;51000;08510;;;10
Block;360050042003001;36;005;42.00;3001;51000;08510;;;10
Block;360050042003002;36;005;42.00;3002;51000;08510;;;10
Block;360050042003003;36;005;42.00;3003;51000;08510;;;10
Block;360050042003004;36;005;42.00;3004;51000;08510;;;10
Block;360050042003005;36;005;42.00;3005;51000;08510;;;10
Block;360050042003006;36;005;42.00;3006;51000;08510;;;10
Block;360050042003007;36;005;42.00;3007;51000;08510;;;10
Block;360050042003008;36;005;42.00;3008;51000;08510;;;10
Block;360050042003009;36;005;42.00;3009;51000;08510;;;10
Block;360050042003010;36;005;42.00;3010;51000;08510;;;10
Block;360050042004000;36;005;42.00;4000;51000;08510;;;10
Block;360050042004001;36;005;42.00;4001;51000;08510;;;10
Block;360050042005000;36;005;42.00;5000;51000;08510;;;10
Block;360050042005001;36;005;42.00;5001;51000;08510;;;10
Block;360050042005002;36;005;42.00;5002;51000;08510;;;10
Block;360050042005003;36;005;42.00;5003;51000;08510;;;10
Block;360050042005004;36;005;42.00;5004;51000;08510;;;10
Block;360050042006000;36;005;42.00;6000;51000;08510;;;10
Block;360050042006001;36;005;42.00;6001;51000;08510;;;10
Block;360050042006002;36;005;42.00;6002;51000;08510;;;10
Block;360050042006003;36;005;42.00;6003;51000;08510;;;10
Block;360050042006004;36;005;42.00;6004;51000;08510;;;10
Block;360050042007000;36;005;42.00;7000;51000;08510;;;10
Block;360050043001000;36;005;43.00;1000;51000;08510;;;9,10
Block;360050043001001;36;005;43.00;1001;51000;08510;;;9
Block;360050043001002;36;005;43.00;1002;51000;08510;;;9,10
Block;360050043002000;36;005;43.00;2000;51000;08510;;;9
Block;360050043002001;36;005;43.00;2001;51000;08510;;;9
Block;360050043002002;36;005;43.00;2002;51000;08510;;;9
Block;360050043002003;36;005;43.00;2003;51000;08510;;;9
Block;360050043002004;36;005;43.00;2004;51000;08510;;;9
Block;360050043002005;36;005;43.00;2005;51000;08510;;;9
Block;360050043002006;36;005;43.00;2006;51000;08510;;;9
Block;360050043002007;36;005;43.00;2007;51000;08510;;;9
Block;360050043002008;36;005;43.00;2008;51000;08510;;;9
Block;360050043002009;36;005;43.00;2009;51000;08510;;;9
Block;360050043002010;36;005;43.00;2010;51000;08510;;;9,10
Block;360050043003000;36;005;43.00;3000;51000;08510;;;9
Block;360050043003001;36;005;43.00;3001;51000;08510;;;9
Block;360050043004000;36;005;43.00;4000;51000;08510;;;9
Block;360050043004001;36;005;43.00;4001;51000;08510;;;9
Block;360050043004002;36;005;43.00;4002;51000;08510;;;9
Block;360050043004003;36;005;43.00;4003;51000;08510;;;9
Block;360050044001000;36;005;44.00;1000;51000;08510;;;10
Block;360050044001001;36;005;44.00;1001;51000;08510;;;10
Block;360050044002000;36;005;44.00;2000;51000;08510;;;10
Block;360050044003000;36;005;44.00;3000;51000;08510;;;10
Block;360050044003001;36;005;44.00;3001;51000;08510;;;10
Block;360050044003002;36;005;44.00;3002;51000;08510;;;10
Block;360050044004000;36;005;44.00;4000;51000;08510;;;10
Block;360050044004001;36;005;44.00;4001;51000;08510;;;10
Block;360050044004002;36;005;44.00;4002;51000;08510;;;10
Block;360050046001000;36;005;46.00;1000;51000;08510;;;10
Block;360050046001001;36;005;46.00;1001;51000;08510;;;10
Block;360050046001002;36;005;46.00;1002;51000;08510;;;10
Block;360050046001003;36;005;46.00;1003;51000;08510;;;10
Block;360050046001004;36;005;46.00;1004;51000;08510;;;10
Block;360050046001005;36;005;46.00;1005;51000;08510;;;10
Block;360050046001006;36;005;46.00;1006;51000;08510;;;10
Block;360050046001007;36;005;46.00;1007;51000;08510;;;10
Block;360050046001008;36;005;46.00;1008;51000;08510;;;10
Block;360050046001009;36;005;46.00;1009;51000;08510;;;10
Block;360050046001010;36;005;46.00;1010;51000;08510;;;10
Block;360050046001011;36;005;46.00;1011;51000;08510;;;10
Block;360050048001000;36;005;48.00;1000;51000;08510;;;10
Block;360050048001001;36;005;48.00;1001;51000;08510;;;10
Block;360050048001002;36;005;48.00;1002;51000;08510;;;10
Block;360050048001003;36;005;48.00;1003;51000;08510;;;10
Block;360050048001004;36;005;48.00;1004;51000;08510;;;10
Block;360050048002000;36;005;48.00;2000;51000;08510;;;10
Block;360050048002001;36;005;48.00;2001;51000;08510;;;10
Block;360050048002002;36;005;48.00;2002;51000;08510;;;10
Block;360050048002003;36;005;48.00;2003;51000;08510;;;10
Block;360050048002004;36;005;48.00;2004;51000;08510;;;10
Block;360050048002005;36;005;48.00;2005;51000;08510;;;10
Block;360050050011000;36;005;50.01;1000;51000;08510;;;10
Block;360050050011001;36;005;50.01;1001;51000;08510;;;10
Block;360050050012000;36;005;50.01;2000;51000;08510;;;10
Block;360050050013000;36;005;50.01;3000;51000;08510;;;10
Block;360050050014000;36;005;50.01;4000;51000;08510;;;10
Block;360050050021000;36;005;50.02;1000;51000;08510;;;10
Block;360050050021001;36;005;50.02;1001;51000;08510;;;10
Block;360050050022000;36;005;50.02;2000;51000;08510;;;10
Block;360050050023000;36;005;50.02;3000;51000;08510;;;10
Block;360050050024000;36;005;50.02;4000;51000;08510;;;10
Block;360050051001000;36;005;51.00;1000;51000;08510;;;9
Block;360050051001001;36;005;51.00;1001;51000;08510;;;9
Block;360050051001002;36;005;51.00;1002;51000;08510;;;9
Block;360050051001003;36;005;51.00;1003;51000;08510;;;9
Block;360050051001004;36;005;51.00;1004;51000;08510;;;9
Block;360050051001005;36;005;51.00;1005;51000;08510;;;9
Block;360050051001006;36;005;51.00;1006;51000;08510;;;9
Block;360050051001007;36;005;51.00;1007;51000;08510;;;9
Block;360050051001008;36;005;51.00;1008;51000;08510;;;9
Block;360050051001009;36;005;51.00;1009;51000;08510;;;9
Block;360050051001010;36;005;51.00;1010;51000;08510;;;9
Block;360050051001011;36;005;51.00;1011;51000;08510;;;9
Block;360050051001012;36;005;51.00;1012;51000;08510;;;9
Block;360050051001013;36;005;51.00;1013;51000;08510;;;9
Block;360050051001014;36;005;51.00;1014;51000;08510;;;9
Block;360050051001015;36;005;51.00;1015;51000;08510;;;9
Block;360050051001016;36;005;51.00;1016;51000;08510;;;9
