"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Amount Spent per Household on All Household Expenses","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","total_avg","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06001400100","CA","06001400100","=""06001400100""","97600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400200","CA","06001400200","=""06001400200""","100600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400300","CA","06001400300","=""06001400300""","80400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400400","CA","06001400400","=""06001400400""","84100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400500","CA","06001400500","=""06001400500""","78900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400600","CA","06001400600","=""06001400600""","87100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400700","CA","06001400700","=""06001400700""","72500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400800","CA","06001400800","=""06001400800""","71000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001400900","CA","06001400900","=""06001400900""","71900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401000","CA","06001401000","=""06001401000""","76700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401100","CA","06001401100","=""06001401100""","67900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401200","CA","06001401200","=""06001401200""","77000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401300","CA","06001401300","=""06001401300""","63800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401400","CA","06001401400","=""06001401400""","63900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401500","CA","06001401500","=""06001401500""","62100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401600","CA","06001401600","=""06001401600""","62200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401700","CA","06001401700","=""06001401700""","82300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001401800","CA","06001401800","=""06001401800""","68700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402200","CA","06001402200","=""06001402200""","72100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402400","CA","06001402400","=""06001402400""","48500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402500","CA","06001402500","=""06001402500""","48100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402600","CA","06001402600","=""06001402600""","48700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402700","CA","06001402700","=""06001402700""","75100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402801","CA","06001402801","=""06001402801""","71400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402802","CA","06001402802","=""06001402802""","39700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001402900","CA","06001402900","=""06001402900""","45300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403000","CA","06001403000","=""06001403000""","51400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403100","CA","06001403100","=""06001403100""","78900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403301","CA","06001403301","=""06001403301""","43700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403302","CA","06001403302","=""06001403302""","79600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403401","CA","06001403401","=""06001403401""","59100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403402","CA","06001403402","=""06001403402""","59900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403501","CA","06001403501","=""06001403501""","60500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403502","CA","06001403502","=""06001403502""","67500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403600","CA","06001403600","=""06001403600""","66100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403701","CA","06001403701","=""06001403701""","64700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403702","CA","06001403702","=""06001403702""","76800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403800","CA","06001403800","=""06001403800""","80700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001403900","CA","06001403900","=""06001403900""","78000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404000","CA","06001404000","=""06001404000""","69600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404101","CA","06001404101","=""06001404101""","75000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404102","CA","06001404102","=""06001404102""","63400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404200","CA","06001404200","=""06001404200""","97000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404300","CA","06001404300","=""06001404300""","100800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404400","CA","06001404400","=""06001404400""","88400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404501","CA","06001404501","=""06001404501""","104300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404502","CA","06001404502","=""06001404502""","100900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404600","CA","06001404600","=""06001404600""","103800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404700","CA","06001404700","=""06001404700""","105500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404800","CA","06001404800","=""06001404800""","82200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001404900","CA","06001404900","=""06001404900""","86100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405000","CA","06001405000","=""06001405000""","86900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405100","CA","06001405100","=""06001405100""","101900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405200","CA","06001405200","=""06001405200""","72100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405301","CA","06001405301","=""06001405301""","73000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405302","CA","06001405302","=""06001405302""","59000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405401","CA","06001405401","=""06001405401""","57200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405402","CA","06001405402","=""06001405402""","59200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405500","CA","06001405500","=""06001405500""","67300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405600","CA","06001405600","=""06001405600""","64400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405700","CA","06001405700","=""06001405700""","59600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405800","CA","06001405800","=""06001405800""","58500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405901","CA","06001405901","=""06001405901""","59900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001405902","CA","06001405902","=""06001405902""","64200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406000","CA","06001406000","=""06001406000""","57100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406100","CA","06001406100","=""06001406100""","65700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406201","CA","06001406201","=""06001406201""","55700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406202","CA","06001406202","=""06001406202""","56700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406300","CA","06001406300","=""06001406300""","60000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406400","CA","06001406400","=""06001406400""","67000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406500","CA","06001406500","=""06001406500""","60900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406601","CA","06001406601","=""06001406601""","59900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406602","CA","06001406602","=""06001406602""","63500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406700","CA","06001406700","=""06001406700""","80800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406800","CA","06001406800","=""06001406800""","83900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001406900","CA","06001406900","=""06001406900""","79400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407000","CA","06001407000","=""06001407000""","65200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407101","CA","06001407101","=""06001407101""","54900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407102","CA","06001407102","=""06001407102""","65800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407200","CA","06001407200","=""06001407200""","58300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407300","CA","06001407300","=""06001407300""","65800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407400","CA","06001407400","=""06001407400""","57300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407500","CA","06001407500","=""06001407500""","51100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407600","CA","06001407600","=""06001407600""","70000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407700","CA","06001407700","=""06001407700""","77400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407800","CA","06001407800","=""06001407800""","71500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001407900","CA","06001407900","=""06001407900""","87100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408000","CA","06001408000","=""06001408000""","93600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408100","CA","06001408100","=""06001408100""","89300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408200","CA","06001408200","=""06001408200""","67700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408300","CA","06001408300","=""06001408300""","76100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408400","CA","06001408400","=""06001408400""","59500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408500","CA","06001408500","=""06001408500""","58200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408600","CA","06001408600","=""06001408600""","61700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408700","CA","06001408700","=""06001408700""","55200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408800","CA","06001408800","=""06001408800""","47000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001408900","CA","06001408900","=""06001408900""","52500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409000","CA","06001409000","=""06001409000""","64200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409100","CA","06001409100","=""06001409100""","61000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409200","CA","06001409200","=""06001409200""","57200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409300","CA","06001409300","=""06001409300""","52700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409400","CA","06001409400","=""06001409400""","55200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409500","CA","06001409500","=""06001409500""","53500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409600","CA","06001409600","=""06001409600""","55900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409700","CA","06001409700","=""06001409700""","51500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409800","CA","06001409800","=""06001409800""","74200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001409900","CA","06001409900","=""06001409900""","92300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001410000","CA","06001410000","=""06001410000""","81200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001410100","CA","06001410100","=""06001410100""","68500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001410200","CA","06001410200","=""06001410200""","64400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001410300","CA","06001410300","=""06001410300""","59100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001410400","CA","06001410400","=""06001410400""","68600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001410500","CA","06001410500","=""06001410500""","54900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420100","CA","06001420100","=""06001420100""","95800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420200","CA","06001420200","=""06001420200""","79900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420301","CA","06001420301","=""06001420301""","80300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420302","CA","06001420302","=""06001420302""","76700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420401","CA","06001420401","=""06001420401""","63000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420402","CA","06001420402","=""06001420402""","58600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420500","CA","06001420500","=""06001420500""","81300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001420600","CA","06001420600","=""06001420600""","93600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421100","CA","06001421100","=""06001421100""","102200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421200","CA","06001421200","=""06001421200""","102100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421300","CA","06001421300","=""06001421300""","86100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421400","CA","06001421400","=""06001421400""","94900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421500","CA","06001421500","=""06001421500""","98400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421600","CA","06001421600","=""06001421600""","96000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421700","CA","06001421700","=""06001421700""","72700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421800","CA","06001421800","=""06001421800""","92200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001421900","CA","06001421900","=""06001421900""","82400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422000","CA","06001422000","=""06001422000""","78800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422100","CA","06001422100","=""06001422100""","76500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422200","CA","06001422200","=""06001422200""","72000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422300","CA","06001422300","=""06001422300""","71700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422400","CA","06001422400","=""06001422400""","64700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422500","CA","06001422500","=""06001422500""","55500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422700","CA","06001422700","=""06001422700""","57000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422800","CA","06001422800","=""06001422800""","41500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422901","CA","06001422901","=""06001422901""","59200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001422902","CA","06001422902","=""06001422902""","46500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423000","CA","06001423000","=""06001423000""","74800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423100","CA","06001423100","=""06001423100""","64300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423200","CA","06001423200","=""06001423200""","68500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423300","CA","06001423300","=""06001423300""","73800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423400","CA","06001423400","=""06001423400""","70600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423500","CA","06001423500","=""06001423500""","64200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423601","CA","06001423601","=""06001423601""","80700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423602","CA","06001423602","=""06001423602""","61200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423700","CA","06001423700","=""06001423700""","75600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423800","CA","06001423800","=""06001423800""","94300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423901","CA","06001423901","=""06001423901""","75500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001423902","CA","06001423902","=""06001423902""","81400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001424001","CA","06001424001","=""06001424001""","70800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001424002","CA","06001424002","=""06001424002""","74300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001425101","CA","06001425101","=""06001425101""","65300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001425102","CA","06001425102","=""06001425102""","79800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001425103","CA","06001425103","=""06001425103""","78100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001425104","CA","06001425104","=""06001425104""","70500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001426100","CA","06001426100","=""06001426100""","111400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001426200","CA","06001426200","=""06001426200""","100800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427100","CA","06001427100","=""06001427100""","96800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427200","CA","06001427200","=""06001427200""","73800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427300","CA","06001427300","=""06001427300""","76800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427600","CA","06001427600","=""06001427600""","67500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427700","CA","06001427700","=""06001427700""","77700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427800","CA","06001427800","=""06001427800""","76000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001427900","CA","06001427900","=""06001427900""","76000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428000","CA","06001428000","=""06001428000""","71000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428100","CA","06001428100","=""06001428100""","80700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428200","CA","06001428200","=""06001428200""","75200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428301","CA","06001428301","=""06001428301""","97100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428302","CA","06001428302","=""06001428302""","96200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428400","CA","06001428400","=""06001428400""","69800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428500","CA","06001428500","=""06001428500""","73200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428600","CA","06001428600","=""06001428600""","78000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001428700","CA","06001428700","=""06001428700""","76300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430101","CA","06001430101","=""06001430101""","100700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430102","CA","06001430102","=""06001430102""","94000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430200","CA","06001430200","=""06001430200""","93300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430300","CA","06001430300","=""06001430300""","89900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430400","CA","06001430400","=""06001430400""","105900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430500","CA","06001430500","=""06001430500""","69300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430600","CA","06001430600","=""06001430600""","85300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430700","CA","06001430700","=""06001430700""","82600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430800","CA","06001430800","=""06001430800""","71800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001430900","CA","06001430900","=""06001430900""","69900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001431000","CA","06001431000","=""06001431000""","65400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001431100","CA","06001431100","=""06001431100""","72200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001431200","CA","06001431200","=""06001431200""","74000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432100","CA","06001432100","=""06001432100""","88700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432200","CA","06001432200","=""06001432200""","75700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432300","CA","06001432300","=""06001432300""","79200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432400","CA","06001432400","=""06001432400""","71700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432501","CA","06001432501","=""06001432501""","68900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432502","CA","06001432502","=""06001432502""","69900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432601","CA","06001432601","=""06001432601""","69200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432602","CA","06001432602","=""06001432602""","64700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432700","CA","06001432700","=""06001432700""","83600","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001432800","CA","06001432800","=""06001432800""","84000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433000","CA","06001433000","=""06001433000""","72400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433102","CA","06001433102","=""06001433102""","80700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433103","CA","06001433103","=""06001433103""","61000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433104","CA","06001433104","=""06001433104""","55200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433200","CA","06001433200","=""06001433200""","63900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433300","CA","06001433300","=""06001433300""","81500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433400","CA","06001433400","=""06001433400""","82300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433500","CA","06001433500","=""06001433500""","78100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433600","CA","06001433600","=""06001433600""","63300","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433700","CA","06001433700","=""06001433700""","66800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433801","CA","06001433801","=""06001433801""","63800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433802","CA","06001433802","=""06001433802""","68500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001433900","CA","06001433900","=""06001433900""","60800","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001434000","CA","06001434000","=""06001434000""","60700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435102","CA","06001435102","=""06001435102""","88900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435103","CA","06001435103","=""06001435103""","104000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435104","CA","06001435104","=""06001435104""","73700","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435200","CA","06001435200","=""06001435200""","85200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435300","CA","06001435300","=""06001435300""","69400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435400","CA","06001435400","=""06001435400""","61100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435500","CA","06001435500","=""06001435500""","65500","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435601","CA","06001435601","=""06001435601""","65100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435602","CA","06001435602","=""06001435602""","67400","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435700","CA","06001435700","=""06001435700""","72900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435800","CA","06001435800","=""06001435800""","82000","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001435900","CA","06001435900","=""06001435900""","78900","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001436000","CA","06001436000","=""06001436000""","75100","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
"Census Tract","06001436100","CA","06001436100","=""06001436100""","77200","2020","2020","PolicyMap, QI, BLS, and Census","California (State)"
